branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,CPI
973077,987700,456,19475,828,16022,19554016,147156848,11000,1084046,1132804,130613695,26761,26204,4892818,413587,8552,1.86
920396,942643,376,18128,759,12292,23503975,122415256,26311,870554,540017,46067342,46645,38348,3944056,286449,7092,1.93
1026486,999180,455,17223,816,10697,20092649,144306575,10082,1182472,1151659,119625917,25992,7848,4782843,259880,1439,2.03
1127866,1096103,469,19088,686,20690,16820121,99710390,48831,346268,557420,105043761,20258,7496,5009455,260999,1684,2.01
1139768,1134856,205,20069,828,20896,17777749,185163271,21826,924241,949092,143705290,10204,7699,4945385,257649,1572,2.03
1154355,1164538,3157,16174,1343,80107,13301728,167698718,13168,885705,844964,160094614,10665,5277,5893894,343081,1381,1.89
992352,958835,4942,19919,1992,61726,21921041,155886166,10781,815183,857870,190456500,12422,5307,5898103,326097,1516,1.75
1186500,1170629,661,24126,1022,15855,23106937,116133627,11854,1011388,980169,192473520,10029,4967,6853573,407934,1401,1.82
933663,966124,5351,27580,933,15946,23396326,115095654,13829,1200402,1109139,150986404,13774,4931,6897692,447929,1271,1.67
1091011,1097126,351,21654,929,13352,24437830,112893288,13073,1109625,1027895,116376674,15933,6035,6347023,462089,1231,1.57
980538,1005589,401,24257,836,14975,23763410,123070972,13589,972427,984360,151926051,14735,6898,4822051,208315,19122,2.47
827276,862340,444,22867,832,12733,24011607,111060526,12095,1228066,1211066,109577479,24500,17926,3884870,261709,15447,1.95
909995,908972,477,23914,832,16408,22731419,128555103,10772,1003979,920153,159090506,11378,16917,4063885,302833,12067,2.24
956473,936754,451,23640,828,12833,21686843,122795409,10986,1153634,958870,80707907,36965,43916,2351009,221463,8173,2.25
1074763,1060672,416,23837,724,12218,18605262,155466579,10098,1131354,1098557,124608548,25536,17610,4835292,238289,1532,2
1134606,1111011,238,24996,861,12360,17848873,189063384,21889,485940,221219,52576366,44926,27993,4237501,345499,1462,2.01
1167801,1163097,145,24095,869,13396,18676989,183342528,26934,906468,878736,160479934,10290,6851,5000891,258348,1542,2.03
1173344,1167963,94,23969,1349,50595,11643522,82996090,36477,714716,874957,194198228,9215,5518,5549861,303634,1511,1.99
1018601,1136331,5233,15699,1999,63253,20001008,136843971,11062,942793,908356,174789792,12485,4553,6747993,433960,1457,1.83
1147758,1159742,711,24742,1172,21750,23521821,117654451,12202,1093437,965435,164583430,14477,4828,6611959,477156,1120,1.64
946803,972301,8223,19911,1733,55171,19722780,165125536,13527,1049833,1066877,130151028,10303,5590,6170024,441590,1376,1.65
986039,995667,736,23826,1172,13352,23899446,119437525,11315,1192595,1129058,113124628,12773,6170,5476136,351574,1250,1.56
851301,882669,5845,25130,1205,15369,23649909,122289782,11959,1244723,1214855,119677085,12479,7504,4865020,260305,1627,1.87
901934,913943,381,23168,917,14742,23345467,121369049,11333,1228856,1175246,119768092,13033,7441,4150048,184436,11608,2.19
1010059,993907,284,20932,908,16090,22202446,129908812,10918,1039472,923651,166871827,11139,6371,5155456,270825,7721,2.19
1131596,1108817,337,25157,1018,13256,18579867,194030330,11154,1030711,1107639,124300779,27626,18566,4880423,262223,8280,2.04
1167905,1169503,210,22258,1169,12695,19113716,180537783,30360,555594,300128,69422280,45103,27636,4109302,343345,1703,2.01
1192264,1176965,203,19674,1039,18539,19947476,153928821,22052,886509,872872,190094759,11728,6882,5201110,278317,1627,2.01
1161372,1166193,796,20842,1530,50224,18064461,103704851,25135,961555,918492,169508752,10264,5846,6873450,432703,1357,1.79
1028520,967984,7577,17451,1980,74476,21675694,131896707,13245,1134186,1058466,163451582,10180,6544,6690837,436935,1366,1.78
992662,1014243,917,23849,1231,26304,24014747,117274450,12637,1146771,1097085,117202394,11206,7333,5485351,375314,1386,1.59
932476,930979,7003,31188,1150,18310,22480179,118174720,14556,1236030,1121492,114377463,11201,8040,4983047,283143,1541,1.88
896569,925622,389,21925,1029,13475,23608824,113102378,14194,1218094,1144247,119226316,16499,8361,4651066,253372,1440,2
892939,890571,368,22111,874,14808,22591475,122399436,11808,1169050,1137092,113467459,14224,7921,4501753,203181,15053,2.43
1071491,1049230,322,20426,912,11290,20368375,149621638,10513,1142112,1150953,95053248,38008,22148,2296539,176764,18553,2.36
1159838,1135495,354,22426,920,13199,18508986,165675775,10035,1029203,1099553,126574521,24627,18619,4847076,251580,1561,2.07
1169572,1176338,191,22098,890,11280,18051370,142956481,38992,295576,325870,88577757,31363,27632,5462544,243493,1511,2.03
1169459,1202687,1231,23248,1064,30484,20193877,184124565,24248,823355,812084,170133509,11055,7242,5326896,252740,1391,2.01
1155281,1170942,2421,16742,1511,66652,17320299,138236255,10901,885503,804692,197351084,11832,5571,6034309,329344,1402,1.89
1175988,1110322,8189,17689,2051,71551,22729233,118277250,14485,1021932,936873,171958369,10087,5327,6748401,467096,1305,1.73
1149989,1157064,703,21512,1268,13406,23402600,113967544,11992,1110448,1065636,151251328,10093,5331,7331050,573522,979,1.51
1076081,1086354,7468,23203,1033,13569,24531245,114520144,13504,1134083,1117011,122823969,12662,6198,5770022,451474,1340,1.6
1009681,981045,410,20052,1016,12612,23295948,122842297,10571,1137045,1144326,119545297,13016,6853,5271609,314975,1463,1.85
925515,945823,330,21108,1129,13732,23363224,121493038,14093,1152150,1127594,113732666,12935,15930,3966069,196543,16176,2.29
3358627,3236207,687,2693,269,36083,2513556,34046807,30813,139257,95699,16935591,20422,8517,211215,44302,5548,2.41
5460090,4688894,5978,7179,4631,65756,1130971,12069736,13249,384069,10138,4235157,9192,2969,98328,3450,140647,1.6
5401577,5654762,7232,3961,4841,30392,5046044,17085807,41234,300680,53912,18423379,15393,357221,629497,11790,287512,1.57
2677835,2682091,811,3197,251,35390,2970319,16739175,34629,136768,79626,13128573,13654,646,182676,9637,263,2.06
2301557,2323047,3676,5816,3953,11791,407823,4150042,10503,22312,8292,3204078,16093,409421,510711,10203,265979,1.6
6428194,6165017,8952,3687,13871,94878,4078765,16793705,8910,386016,15596,9744030,9822,3048,106945,5911,2407,1.42
5953020,5823647,9619,3824,5280,14928,4640124,9978062,34429,1067341,62197,20517465,23891,246847,618691,6335,161433,1.88
2848434,2797396,2573,3348,238,35188,2614651,30349703,22852,119018,80907,15546154,34557,11058,232721,41112,140,1.94
3564613,3425135,3085,4784,5002,26894,1194722,9200017,23996,42780,13768,5412138,23803,168563,397238,15702,278613,1.62
6046560,6335138,900,2495,15402,91333,4184713,17220417,28139,618782,20995,13672343,16629,3177,110104,7290,2844,1.41
5706612,5656248,13095,6903,3998,20513,4728377,7392722,13646,1805077,41284,17751682,44443,193444,313240,14518,323499,2.36
2190323,2229569,841,3512,326,40532,3043058,14912182,32854,114962,69091,9793977,11776,797,183435,10757,10289,2.4
1801809,2151042,5898,3789,4484,21045,395129,4435102,10507,22109,11895,4661656,13271,807772,568452,29267,168460,1.96
1492605,1444269,712,3563,1033,41278,21243533,103208035,34857,473731,294541,97174112,31165,151590,1116312,32165,31229,2.38
1550066,1524459,528,2340,734,30712,21753458,104437990,38323,475858,312112,65844679,13212,144569,450413,28783,48317,2.38
1596447,1578182,692,3264,710,28359,24664372,78900857,34413,475138,283178,88220483,15569,133554,741361,40426,41332,2.38
1695656,1792716,1326,1986,667,18989,25483869,61371110,37067,490399,283270,105211422,18386,114303,2155700,66423,52276,2.31
1485194,1531179,962,1414,606,19342,27213890,41455089,20784,550625,329135,67566827,22290,110630,2404729,143108,74193,2.21
1495680,1521557,761,2975,636,18688,27433950,43497796,19549,500371,327203,57638411,18117,126365,2156118,127289,62619,2.05
1434760,1413255,623,2298,900,31037,27766222,50012435,9129,507844,340134,50905142,25849,172322,1270282,67975,64517,2.04
1356076,1367322,979,1912,749,26516,27937534,46768762,25820,524987,334296,50034228,16360,174650,848272,36228,49233,2.23
1360865,1399776,1088,2132,908,33576,27297723,49615239,26426,577050,347578,49167274,17748,173512,534952,20860,33657,2.34
1328272,1387460,876,3566,1180,39049,24716338,63393302,28120,524540,340841,40438341,24722,165330,640606,27671,28236,2.4
1452920,1423245,2419,4499,1460,92752,23968149,89268959,37096,437376,269968,130939646,22125,124039,1536672,57090,44923,2.36
1433255,1429264,829,3141,991,41330,24125842,83423318,12983,437878,333427,61822803,25489,177494,652621,11529,54574,2.36
1567440,1517909,745,2233,1034,36370,25223180,70021436,25793,468239,321547,84691229,31078,166215,1377603,37114,65947,2.2
1950842,1921544,549,2335,730,36484,25889651,73361225,43449,445243,282110,107732316,31030,148380,1798487,64303,51170,2.27
1556627,1570035,661,1665,488,19535,25774365,50267166,38773,529810,302547,98685995,40727,132310,2315523,103164,73321,2.21
1482451,1509830,925,1884,632,19579,27133853,44683335,29461,528979,287681,68841068,20488,95878,3216748,159036,83520,2.06
1483044,1525362,762,2378,711,22154,27954757,41237565,36144,583936,347711,50726355,19244,117306,2390142,154701,68017,2.05
1365343,1386543,728,3072,799,24442,27166449,50172175,12190,534892,351997,45406588,23836,146304,670512,41763,78014,2.02
1327100,1317500,569,1838,1080,29676,26755971,46264269,26965,501149,357447,49338841,20551,171077,531991,28534,37455,2.27
1301052,1322465,921,2664,1302,28958,25323115,46986124,24742,537637,348538,44415291,24683,180807,404775,21971,23551,2.36
1391555,1419127,1138,3402,1335,34866,24540520,90452423,29156,463393,290937,50315010,11750,160786,483044,30005,45697,2.38
1432293,1397038,769,2977,1126,36444,21935672,94230737,15640,517765,365249,47061316,25916,149286,134129,24375,32054,2.41
1528218,1529569,559,2043,1256,36189,24580846,67502615,11956,498844,362800,48699748,26458,168452,108461,27217,42987,2.38
1490194,1509621,494,2598,1095,38444,23044887,102510460,21365,417358,318499,71671781,29544,177832,597663,2638,44099,2.37
1597317,1539199,344,1670,819,28093,25122751,76647851,26810,428479,277039,105286245,33360,164838,928186,46897,61021,2.37
1448942,1492719,510,1793,578,30636,25433127,61001929,30654,455829,301621,74619866,35726,154687,1944270,72336,70406,2.19
1552515,1526423,477,1514,443,19292,26390946,51118817,30123,507607,306357,70242818,39811,130758,2164467,113679,85855,2.1
1545131,1539945,762,1692,548,20186,26455687,45256759,16113,531487,323323,61954519,17169,121002,1832435,124709,82132,2.06
1389372,1424042,1004,2424,623,28249,26295137,43341149,10933,502962,351155,61787048,24069,138500,1121283,62914,77215,2.05
1401338,1360333,1072,2747,745,26210,26802928,48681421,10138,467127,343517,48854941,20856,167046,637645,35958,44385,2.31
1329142,1322063,707,2917,1037,22236,24185872,75534033,26532,545353,333796,41106430,22756,165753,597648,23231,31016,2.29
1344782,1326515,941,3482,1172,40540,25386454,48402916,27541,537884,335355,42012005,12376,156248,626181,27112,25879,2.38
1472232,1443436,871,4035,912,39884,25217422,56231259,29114,557310,345001,47366960,11748,132870,693639,25965,25286,2.4
1450856,1452528,1019,3546,1386,48496,22913003,103735497,17474,526858,352606,48427156,31352,151835,604541,26197,27600,2.39
1448734,1458814,550,3152,1156,34688,22902023,103337941,18640,412813,322151,65266426,31517,174984,535936,9520,55780,2.37
1610601,1542784,766,1246,859,29198,24682314,71236130,15439,411444,281454,113175673,28030,165377,658418,34996,46541,2.36
1571263,1570574,619,1727,641,33799,25903425,56068723,40558,451402,285940,92975270,35332,150934,2229369,85996,63916,2.29
1499090,1543884,690,1276,502,20859,27229655,48129793,21870,542438,317610,76986957,35234,141082,2635553,146158,74826,2.14
1428674,1439687,661,2126,653,26517,27440271,51704758,24075,520652,332876,50944266,32278,143086,1840143,137299,89706,2.13
1412482,1431334,405,1766,820,29455,27612320,42044182,25859,584513,347556,59816336,17431,124884,1120276,69785,81412,2.11
1270533,1233127,820,1541,1000,28661,27028326,46637430,13461,520532,368668,48238862,23796,145746,625763,34636,48661,2.28
1293014,1272748,1029,3047,971,26716,25973385,48786097,25634,506854,324339,48874155,38714,191630,429641,37368,16911,2.34
1472312,1448732,975,3029,1109,22806,24865093,66918310,28067,536790,329777,44682920,31795,181940,421002,24668,21922,2.37
1484383,1484226,805,3897,1306,40023,23027509,89520964,28657,511168,330690,45573760,31503,173586,514670,26640,47340,2.4
1477116,1496313,705,2797,1124,41849,22413260,106526264,32842,487969,310779,58562229,13045,159478,538498,28390,50239,2.39
1555195,1524813,714,2937,1032,32821,24703163,84462039,44515,488350,313204,87270047,14353,129640,909943,48145,59712,2.38
1525756,1529545,658,2657,1050,34248,24075400,77301408,22354,443917,290031,104543647,39489,144961,1460183,57070,74282,2.29
1581382,1549905,641,1235,701,15192,27360741,49982408,20621,424834,301529,92646966,38325,157337,2619146,105691,80920,2.16
1509656,1515933,539,1116,489,21864,27287882,46570649,15558,496513,301959,67092122,35412,156846,2696226,153290,80098,2.06
1374443,1417993,1114,2081,682,36861,27057448,51089608,26130,524233,352195,50031623,21975,150251,1145272,78582,68744,2.17
1325139,1345268,766,2060,640,26608,27585196,42867468,21602,553947,348883,45093548,15607,143257,501499,44535,51219,2.17
1200902,1255065,1149,2249,678,30413,27162898,41740125,13438,519780,364364,47869400,21179,156775,472687,41807,24879,2.26
1261335,1265523,1474,3682,1071,57938,26851898,47892231,38242,503710,328237,50642676,25625,184729,804002,35578,39042,2.31
1453789,1421875,1093,3631,1307,65613,26040351,61776789,44537,567217,336850,50255762,32925,176537,635408,25169,14823,2.41
1449568,1445249,915,4686,1401,73176,22235393,89986511,48438,544325,358190,43387460,33036,163641,641685,27126,29123,2.38
1554880,1556713,556,1638,662,25914,22888691,101401723,23982,493408,342453,55946492,23157,157999,698329,28142,43247,2.39
1508984,1530857,976,2425,876,37311,24934724,84412932,29249,460072,273610,89169316,11168,137847,989583,33059,63856,2.37
1549174,1559457,510,2035,1006,34271,25003782,74005185,35520,482787,276760,95043397,23422,115731,1933124,43874,69797,2.3
1561127,1525939,921,1314,833,23583,25392439,62307155,16358,444209,317835,89441817,38777,145135,2283645,131416,64767,2.17
1558280,1546541,946,1711,602,20775,27585019,46435430,20336,477349,321868,69129593,35419,160080,2661594,115809,80759,2.01
1380433,1441982,858,2197,740,25737,27779007,50509175,25493,568988,358227,50005039,22503,150416,1403497,88650,70231,1.95
1321860,1339741,1054,2235,962,25654,27888698,45635509,26400,585427,342584,42516490,22744,143744,870750,58999,50243,2.08
1356432,1404248,443,1569,724,30860,27389257,41103693,29938,578436,361317,47191794,10862,143564,587619,40125,30599,2.28
1293507,1324418,1297,1963,778,31520,26273239,48875486,12556,524308,365189,47532071,30425,157933,251814,42368,53270,2.31
1390848,1347288,1293,3202,749,35084,25522197,57605059,33874,512152,334020,52203995,28516,195492,449150,5139,20278,2.33
1495827,1468424,788,3335,1167,33895,23145739,87053239,27746,512520,321256,47743219,39518,183824,525897,27650,34408,2.39
1536091,1506342,752,2805,1139,31387,22537992,94276197,36070,513868,339030,58107696,37929,169745,530419,31949,51552,2.36
1583811,1592971,838,2964,1083,25332,24822622,79986818,33606,501727,315787,80088139,32743,152194,1083702,51441,74710,2.27
1573872,1556286,805,1682,934,19886,25857004,51698078,37542,519215,310813,100010629,23033,134641,2579826,95168,87498,2.22
1476140,1501654,1184,2440,1051,31274,26271861,64778219,27095,509017,303655,70090017,19298,103672,2562846,109438,86972,2.18
1390949,1377525,1118,1742,866,33128,27005917,46048901,20521,509356,337163,57973411,21095,128014,2401551,139259,90215,1.93
1405962,1429703,807,1953,807,39070,27667878,48940327,20385,525754,348118,45112600,29963,156755,855280,50793,74058,2.01
1442087,1471989,994,2738,901,52270,26565632,50281533,31320,555116,343889,47164199,24654,180556,702401,42007,20911,2.23
1381538,1397108,994,3245,1132,53551,26313807,48329566,29336,551378,357226,41352712,24968,155204,340303,19459,35551,2.33
1415930,1413044,1165,4387,1158,57883,25848502,53074778,38518,536229,316929,41126154,16889,145070,365980,23510,22611,2.4
1475535,1416802,1282,4264,1226,55213,25212006,71497880,28955,552314,336624,47084086,16624,130233,523677,32345,41409,2.29
1467017,1484475,1376,4916,1059,75534,22355079,103141390,37826,488103,347944,52905810,33929,183470,521913,25166,27358,2.39
1550455,1529268,816,2627,1328,58325,21451355,112595850,49054,466476,319025,77140209,50846,183075,777294,5450,35777,2.38
1561912,1520272,299,2134,1035,34557,25473473,81997064,46214,490136,308164,109256963,52305,167641,1155783,45787,50390,2.39
1516196,1553562,444,1679,677,26295,26782637,59530658,43153,492975,288695,101190373,63292,147945,2541699,80364,58632,2.27
1543847,1537803,781,1831,714,22243,27268115,49797365,31338,509049,305707,95167144,63634,134610,3197709,131942,99880,2.1
1548454,1546991,1148,2437,869,50668,24832360,68970572,40790,552695,339471,60442630,43745,118142,2734383,113259,102690,1.96
1411987,1438790,1053,3196,926,33831,26347529,42889506,8753,509268,353630,44000634,30155,143949,984448,58663,84330,1.99
1351945,1327789,1223,2274,1181,44176,27279315,48840710,9302,506910,372711,47804571,17576,158945,340009,39109,53379,2.26
1568849,1529532,929,3132,1072,52201,27448243,45497829,18695,497942,350107,48801471,19972,169305,400301,24036,37540,2.3
1425589,1412645,1243,3061,1059,63135,25933817,50741036,51835,540272,342690,47519723,22496,169052,406110,32610,26543,2.38
1499779,1470179,1239,2399,892,69139,26265799,62968881,57710,563025,333395,47785921,30885,168725,407922,27391,23581,2.37
1392912,1402131,1058,4104,1108,69625,22395975,110074485,56215,565858,347255,43271362,43493,160823,404540,30425,45954,2.3
1560233,1554196,951,2465,1150,59508,23284555,108925753,66283,524490,306004,69664705,35250,139037,421188,27379,31956,2.39
1540202,1507257,908,2496,794,36200,23466492,67037758,68755,540518,307513,101872129,35778,136725,845733,42290,32970,2.37
1534644,1504798,982,1879,860,19236,25470654,72753319,35114,531895,328193,100900695,71792,123452,3188732,151735,80101,1.95
1571034,1550331,677,2052,831,13097,27032999,45505632,28460,473643,308625,80864076,69784,171765,2589035,107570,78558,2.14
1514454,1528357,806,2119,944,23620,27721695,47514341,17125,513942,319358,59987026,56889,176531,2087157,129005,78532,2.04
1426919,1482184,1151,2284,990,41585,25744331,88639511,50693,518655,341321,48514542,41308,160538,945328,64281,64406,2
1425450,1399313,1320,2592,1135,42861,27709280,46873198,26900,541700,343757,41551632,35549,185289,821384,61818,62854,2.24
1365841,1366615,988,2630,1195,44284,27255209,41090605,33738,562032,335022,48923497,12289,158880,460047,20918,42684,2.31
1468290,1467856,1035,3281,1052,63176,25282040,64305959,46504,555680,351837,45699374,12901,139174,444329,27333,33346,2.39
1470472,1487011,534,2271,828,25255,25150773,70642512,13927,504888,360435,49244280,23996,151184,400014,29233,43534,2.38
1490300,1522718,742,2036,913,20480,24713675,85343369,12484,464391,343364,64081621,23059,165954,111446,28026,39493,2.38
1397592,1422560,668,2365,822,15650,24616307,94779201,12223,396537,320570,79036272,21265,177531,769749,40167,48620,2.3
1605803,1561606,538,1420,510,23306,23185352,100753160,24286,448756,287488,96942676,22277,145972,1647010,80491,57503,2.23
1536312,1580352,460,1474,452,19970,26183981,50822273,19043,503457,316741,84381852,24377,137747,2314853,117140,81819,2.14
1542975,1541071,531,1477,460,19622,26735430,51237388,19859,523866,345167,60716982,21386,135832,2292051,118753,88855,2.12
1503639,1488921,648,1590,514,19050,27681230,50401716,17364,533066,345498,45898394,18589,143765,1304182,91753,78932,2.1
1414806,1413045,723,2013,615,21570,24907678,64737432,25241,480765,309707,60328313,16507,151159,696524,45223,40332,2.19
1305609,1321690,741,2383,553,22711,25558689,67210479,12502,426112,330129,68780086,19791,157126,831878,28266,42173,2.3
1304934,1307687,782,1544,694,26094,27120452,49273928,27548,526752,334755,49412786,21172,180533,560965,30341,23262,2.36
1491213,1467754,866,2181,854,17356,26406122,60905901,20165,563214,358144,46078577,19987,172946,656937,27131,24184,2.39
1429721,1444098,1045,2402,820,23724,24263502,74743333,20780,522594,353787,43264462,22384,164726,637978,33312,34766,2.4
1862079,1850796,581,1789,798,28249,22548321,111151240,27358,497784,335454,55334149,19293,161437,681184,27458,41545,2.37
1516401,1494418,765,1855,833,23505,22475969,128314165,26171,436001,274830,97755487,12372,121490,1164517,36601,42073,2.38
1440318,1466297,991,2927,1061,27711,26153653,72573372,24935,466633,280157,107932632,13925,125249,1397594,51613,53407,2.3
1536687,1524062,677,1824,710,16940,27070732,51441688,13456,476177,338523,104607117,24551,139064,2320065,119767,73033,2.23
1545550,1512354,598,1301,673,17679,27382621,46100480,12417,506202,365685,80878710,21468,145092,2342810,100850,83666,2.13
1503294,1478912,618,1517,882,23508,26384339,54403276,11203,494802,347844,52353069,17240,153329,936110,80588,82564,2.07
1392275,1389329,703,1715,581,22121,27789967,45376631,24842,505623,349157,50403567,19881,182672,962463,23746,69061,2.17
1379906,1402480,644,1732,573,30464,27718212,48689920,23306,542450,340813,47211093,16103,165337,393545,36220,48042,2.3
1376702,1397050,610,1522,544,22671,27439986,63580468,24636,527721,311020,65717439,24940,160388,475670,23736,31605,2.35
1382696,1385265,845,2029,661,24532,25457616,51810077,32684,560730,349407,41395621,24328,152595,465687,28690,28462,2.38
1482684,1507551,843,2024,598,22328,23425370,66053099,31366,543550,322893,41909609,9862,152939,382816,24120,22789,2.41
1456163,1428654,841,1954,714,23160,22998102,122044953,13357,506801,325316,48213440,28719,147862,430986,26620,19057,2.4
1487330,1545108,782,1526,680,17950,23990881,98444974,13035,474451,331138,65313536,32360,145760,337100,31686,42198,2.34
1500718,1484832,622,2390,715,15901,24863389,80004732,12632,449024,327413,91323822,25968,162047,768093,35790,40010,2.32
1379852,1395636,765,1771,952,22699,26782810,58686023,18817,431202,326676,97478831,25376,179287,2611901,91947,63271,2.29
1401009,1448066,711,1967,975,17859,26525378,44639622,20057,513181,331525,80032308,24595,161716,2588049,145572,79731,2.16
1483429,1468070,682,2004,995,19700,27719615,46094203,17645,510585,333657,49045719,22141,153910,1489948,143338,96526,2.12
1407520,1381192,732,2092,1000,19477,27302847,44620192,15871,529973,337050,43804578,17776,148864,723144,47016,70077,2.16
1414392,1415771,724,1397,878,19429,25897651,42062069,22742,547025,353239,46051888,10654,156040,630909,62064,51481,2.28
1390614,1416781,774,2045,853,20351,26018407,49034980,11694,500271,349589,44286438,22429,148667,457048,22862,41912,2.35
1362865,1370730,752,1455,840,23447,24851101,68047769,12607,422478,306281,74869769,24866,169007,728963,20744,57102,2.22
1488276,1484192,700,1875,782,30702,23102047,81836237,46791,559346,329548,46546434,27231,167325,391221,26416,28652,2.4
1590201,1580898,500,1166,627,40356,22906329,98085158,45882,486801,320146,70127162,37454,156337,584041,31931,41478,2.37
1516133,1537185,716,1976,593,33454,24269420,108770265,36602,487688,296312,72726555,35025,152755,787330,34064,62122,2.33
1520547,1544504,381,1213,522,16222,25263284,71295218,33917,500912,306319,97254286,36038,138037,1059693,43115,60575,2.32
1565867,1548233,484,1365,515,13626,26427815,54203869,32068,514346,305045,105188517,25688,104454,2741259,96778,76779,2.22
1384694,1448738,1306,2323,690,28393,27582582,46263346,22469,526585,319156,65468981,26476,103707,2578744,113241,76542,2.11
1491420,1518627,1104,1481,501,18743,28113365,42290290,19885,518095,326249,54571542,30698,131494,1450880,103797,77494,2.04
1416924,1446090,1270,2905,556,20821,26283596,41405008,14844,527054,354777,51883715,20026,137836,934959,99923,62502,2.12
1335152,1323736,1302,2403,648,25129,27290915,46248124,9007,467060,342713,45868535,15216,175232,716158,37383,64645,2.23
1303632,1324949,1537,2551,1058,33495,27718642,46055410,22824,539024,333380,71854139,21265,146776,1441144,59646,53946,2.22
1250246,1226400,1294,2889,1102,42736,26984517,48398272,23555,541604,339155,41641329,10882,160938,660684,25639,25436,2.36
1476755,1447341,1364,2050,925,45015,26102389,58146876,37393,539587,317411,67147143,30210,116634,1516176,63019,58562,2.31
1458812,1471564,1243,2345,976,37848,23365301,80532394,21193,505354,362176,49986157,33307,155311,525242,37315,39452,2.37
1509087,1527909,662,2321,1018,36868,22234660,95647022,24663,440280,352413,59293973,34066,179506,540901,25307,42338,2.37
1588783,1501316,665,1653,916,27648,23441094,98218077,34139,452771,300568,85109770,32336,165938,929608,41951,42363,2.38
1561078,1564366,776,1250,482,25839,25777399,65691981,41721,455376,291222,111419763,35738,145388,1751838,51560,57537,2.32
1454022,1448943,743,1741,588,24246,25709712,53474259,24833,511291,317456,84370267,41894,114023,3271228,227562,87300,1.9
1347180,1308948,1408,2444,943,32859,25168030,52397509,31393,506741,294656,74141862,26932,121048,2558899,147092,63820,2
1252317,1280328,1000,2615,1125,44127,24599642,53652836,28356,490930,328895,82419396,58810,159302,1897968,100826,95384,1.99
1337719,1330526,1134,1855,772,22368,27316308,55080398,17471,436069,313574,78217695,32578,157802,1053021,46092,64439,2.23
1290050,1326148,1222,2365,709,35633,25652935,55474755,24031,524364,299836,81541028,29033,139336,1488479,67465,74103,2.17
1208998,1204275,1209,1560,611,38669,20977191,103437148,32432,399406,294787,102254207,40780,157206,2373434,92385,58302,2.1
1412339,1401236,1260,2215,1017,45787,21374208,108822894,38960,461411,294843,54152231,26713,122365,1241951,61191,75071,2.31
1320601,1337399,862,2163,948,41116,22353114,97009294,22543,404687,284618,90352677,42611,148651,2394186,73981,77131,2.21
1555787,1523716,643,1775,728,33659,22128805,106177303,41472,529223,335938,53313007,30547,149535,422025,27095,39386,2.37
1575659,1611777,500,2006,609,25508,23734204,88193585,48995,524494,299449,85452640,26828,143034,854114,32760,43389,2.38
1581982,1568699,789,1163,633,16964,25918428,73481358,38185,488547,284483,95703166,29484,119067,1640779,33933,59085,2.34
1546470,1545187,1008,1518,736,17955,27979589,47755140,25291,533322,318940,84673007,32057,109358,2519840,119536,85607,2.26
1486245,1521862,1066,1706,623,17702,27652875,41813771,22510,556251,332453,68455689,27816,111582,2075831,117202,87168,2.12
1374200,1410124,1192,3099,882,33184,25337952,62282011,27575,534491,351178,50733777,29775,142499,1156033,83427,79591,2.14
1433433,1399359,1486,2813,841,32400,25740546,72355129,34617,533028,348603,50461198,26994,170430,1232550,70991,75437,2.21
1402336,1424367,1159,2859,1189,36987,27048441,51240651,36684,559796,345340,47450936,26405,182241,364765,22163,31466,2.34
1484761,1474132,1318,2113,1067,36629,25171939,64037329,39500,520523,323653,59938156,33283,183027,472821,25761,40914,2.38
1470107,1487242,1386,2677,1130,34977,23744982,76444424,36918,520540,331065,46365868,27002,172807,488127,26688,39026,2.38
1659388,1648957,873,1908,1143,37334,21860437,95558179,36836,478330,301367,66762278,21652,150529,891954,30297,58300,2.38
1513783,1479156,1081,1762,997,33017,23650387,100723116,42818,498976,311923,76816860,29591,129375,1216079,67140,83174,2.18
1513643,1567261,664,2208,705,25844,24548370,69901876,27217,442039,325126,101181937,38139,161666,981818,42755,50938,2.31
1577323,1541242,576,1197,773,24260,26660009,60886398,24173,431178,307519,109042258,36710,164600,2196419,53568,89806,2.24
1593168,1564411,689,1940,502,15457,27826193,49355911,18542,488231,320022,87280101,38465,154677,2895841,114935,76061,2.13
1423295,1440650,493,1466,417,29094,25044939,54999780,17398,513691,322500,52948914,35042,159186,1535241,76327,76473,2.2
1380705,1392880,561,1495,439,19137,27718445,42350208,18268,531903,338248,44956673,17857,152512,1053697,90097,60037,1.99
1374531,1423252,682,1988,494,22498,25538096,69235171,11477,497578,340175,51181597,16255,148591,491380,32411,56008,2.26
1315047,1300460,815,2042,539,19869,26753181,46297013,10195,494953,354482,48565308,18570,174436,691431,17428,30843,2.37
1365791,1332846,941,1811,481,23439,25714049,51600605,14071,480019,315151,50823879,17570,186456,668530,21755,24178,2.41
1464664,1430164,1050,2159,828,23045,25300539,65625569,22425,483701,315032,54018789,24834,177787,860177,28449,24040,2.42
