branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,CPI
1123536,1122202,242,22959,895,13521,23827456,122447423,14285,1034908,926841,168553825,25119,23204,3268120,308680,32813,2.39
928328,953345,345,19077,732,12597,23743264,118670528,14043,1127970,1048267,156367885,27059,15506,6401148,505565,2557,1.53
1020836,1041982,330,19550,1038,12981,24306902,116610499,11600,1056471,841917,83925712,54080,33734,3453266,344253,16530,1.76
973530,996448,326,19286,853,15747,19998668,116688714,40357,342643,340252,91897788,25775,9037,5384957,279987,1425,1.87
907257,934758,347,17390,745,13895,22850786,120140158,25282,1180155,1123357,117664307,14053,5947,4813111,245633,1348,1.91
969443,959318,313,15707,1038,53621,13366722,59551121,41138,913104,1080877,122014893,10861,5882,4683662,230868,1497,2.04
1076426,1048729,376,19240,853,23119,20513121,143163407,17592,1101582,1092362,120256819,12857,5820,4704354,223902,1552,2.01
1201311,1120014,6253,17580,1666,78646,17730303,185575101,11248,1069185,1079017,122535043,11948,5457,4848913,234771,1466,2
1057525,1049488,4471,25403,900,11522,20224602,160983694,10804,968891,957401,155049514,13430,4953,5457904,283911,1431,1.88
1053954,1070674,384,22253,851,15011,21228617,163968543,11104,922717,960445,164417792,10983,5086,6009875,361227,1371,1.86
1010780,1032161,410,23589,675,14519,22960083,121927241,13303,1028120,998983,162970169,19019,5011,7026512,432298,15397,2.24
1099930,1104737,359,21175,971,13402,23270104,134660341,13138,909507,904754,185790663,11783,4564,7075226,561407,8318,1.46
1042144,1058665,385,22190,937,14811,23563061,117037622,13400,1135206,1078156,119554030,23708,23162,2866211,223998,36964,2.29
985125,1009460,301,18241,753,12828,23537996,116125027,26623,864975,701771,76332506,34580,15165,4218015,327644,3539,1.72
919579,939986,326,19168,895,12998,23747989,115337345,26067,1176302,1128377,119969323,21036,20847,5062724,338353,3501,1.92
913914,912928,322,17253,745,11520,18385921,109546015,46267,347400,337055,156388418,31492,6367,5503595,322050,1493,2.01
1041149,1037034,573,19013,690,14669,19701197,149733742,27766,1149287,1125042,120572697,12994,7306,4860909,275288,1583,2.03
1116559,1086887,401,15347,1112,48742,12025522,71981014,32587,968762,1049241,124419704,18415,7595,4918852,265528,1406,2.01
1124872,1115711,1008,18876,1052,24757,17455362,190355012,10528,912290,983884,128438300,12501,7642,4898339,272139,1576,2.04
1111508,1062268,7468,18830,1395,66932,18705601,191186729,10982,863241,818600,167353968,10474,6590,5201685,289819,1562,2.02
954951,995449,6411,23081,978,13735,20813318,170848661,10603,853957,839568,189069108,12700,5296,5591136,317263,1486,1.95
1024800,1035184,962,20710,856,13371,19956344,164305286,12316,800283,763910,211661152,11404,4946,7149787,510212,1199,1.68
1047432,1060701,6535,31581,832,14779,23083011,120508504,13218,1061435,966803,159218297,13979,5427,6803398,476847,1235,1.69
1095705,1100040,280,21472,690,17140,24478746,121076295,12118,1125195,1111156,125907771,11836,4525,6302515,497356,1194,1.53
999779,1015188,276,22957,753,14352,23866114,119604980,11413,1178400,1139845,122284199,12238,5608,4773370,251280,17783,2.36
940124,951590,255,17869,615,12467,23621358,122618884,12855,1133140,916227,79327872,32902,37595,3345353,303656,12006,2.09
906840,915036,301,17410,803,17597,23440585,125694090,17158,1137239,1122365,123312484,24772,15786,5008426,259870,1374,1.97
1015470,986026,405,16390,581,10640,21890209,113946256,37930,412428,169176,95649996,31276,27619,4897018,320123,1446,1.97
1038159,1035031,527,14999,447,11766,19753409,158907888,23698,1147863,1128905,124587046,12020,5978,4758971,247461,1507,2.03
1092890,1081292,331,18792,772,38707,14624639,81649515,43492,722227,940109,120553831,13163,6509,4711835,245312,1526,2.05
1125744,1109546,4229,20952,1216,37194,19515015,176209421,10676,871312,898864,155151660,11042,6119,4869964,242980,1677,2.04
1186936,1137150,3862,25182,1034,66604,17786944,176639802,12878,792093,772605,205078932,11834,5425,5610263,300092,1642,2.02
1063916,1082052,8181,26554,1091,20566,22877360,135974640,11808,949785,875265,176040968,11886,4561,6587468,406669,1249,1.86
1046495,1052196,807,21220,677,13110,23288414,117318719,12030,947590,926466,157694144,10896,4832,6676709,465072,1140,1.69
952032,971104,3573,29543,703,14649,24180618,115626810,13118,1143952,1100435,120312987,12603,4809,6043045,437516,1155,1.7
1019129,1033608,288,23562,498,13295,24194797,114003563,10938,1160944,1153041,116927221,12889,6056,5159974,338694,1270,1.6
959655,977369,368,29633,845,19534,23871380,123884507,18563,1131276,1113531,122118697,37900,24253,3538457,217447,24295,2.31
874393,882522,439,21134,628,12436,23008399,126715698,17799,1066339,733343,65460838,58531,41835,3139760,260980,7527,2.05
976237,964630,368,19823,594,12612,22383651,126484909,12747,1135345,1123640,125881946,24856,16695,4888269,242634,1747,2.04
1048503,1041001,360,23220,669,13481,19787040,116169248,38730,263187,238158,125464577,31880,25281,5556349,320126,1501,2
1068108,1082462,383,20781,741,12322,16411758,190767293,24764,838968,904341,164249628,10716,6019,5127412,264553,1698,2.01
1120377,1122492,216,25395,696,29543,15475205,66162027,52491,604592,652358,199348264,12382,4827,5825826,361697,1621,1.98
1168159,1225141,3196,19843,1418,47687,21282351,136324656,11256,827341,737576,183345154,10946,4432,6337943,347855,1411,1.81
1151404,1165181,795,25360,1223,57060,21242995,128653896,11973,1017928,991830,166316909,10710,4375,6521830,451394,1160,1.68
1079192,1061914,10514,19096,1849,52593,24055587,120067922,13037,1133803,1118391,141711755,10604,4693,6447448,502729,1260,1.53
954734,939754,862,21785,878,12573,23465207,121477875,12585,1190865,1118244,126546330,12207,6315,5647579,384428,1164,1.6
756228,805308,7276,23845,991,15350,23520842,122823222,11768,1154127,1115841,123005559,15819,7103,5067868,289147,1434,1.76
870384,894098,347,17398,912,12174,23080173,122486839,12681,1155177,1186799,127255343,12298,7439,4941761,268792,1589,1.92
889682,876395,405,18108,874,13675,22741254,127610096,12881,1140173,1129999,120079500,11788,7728,4903557,223045,14894,2.4
1023248,1004596,368,16237,640,10970,19893954,139806225,11448,1126950,1111443,120844239,30064,23277,2495998,220249,20700,2.42
979154,977335,276,18336,590,11976,17648404,163934140,10975,1030416,1041989,119038854,24208,16502,4703237,251290,8493,2.03
1128818,1128011,365,17828,752,11873,15797977,203834236,11845,803181,859406,123857863,35358,21014,2509041,244556,25330,2.26
1151183,1158563,231,21753,636,13972,19514824,181599359,11864,783929,788975,163705358,22590,16123,5281419,267983,8901,2.03
1185946,1165957,176,20101,642,14208,21751668,142718138,23205,480447,238658,79214827,46211,28149,4719330,395090,1382,1.95
1062208,1077297,171,20670,935,33522,18306272,86550077,22522,999511,973898,160700599,10538,4961,6903556,472019,1341,1.77
1054634,1073621,393,21232,837,21134,21360527,108981701,24631,1035018,1010026,150422373,10482,4592,6924380,461771,1126,1.67
1056672,1045544,2841,14750,1721,84406,19472581,126591288,14384,1132833,1111732,123079713,11857,5197,5788714,455376,1140,1.58
976549,969351,749,26599,971,21924,19118252,159346998,11676,1113053,1060557,116748220,12284,6286,5186616,301433,1292,1.82
846919,892574,9483,19191,1745,50395,22802174,117157669,13314,1190347,1127818,121585912,12501,6415,4783158,274802,1389,1.9
947855,936073,770,15958,724,12112,22974156,123441215,12416,1146823,1127653,114254803,13192,6416,4622329,229740,2757,2.07
931314,913902,314,22159,649,12857,21720815,133822955,11991,1098632,1095979,118148188,13253,6537,4794559,305590,8455,1.96
1170722,1135474,219,22772,765,13266,18930167,185844547,10445,943247,986752,134969978,11654,5902,4875905,257879,8289,2
1082496,1097763,355,22492,929,13186,18927571,170712787,10355,796441,770319,144582355,38240,42861,3039032,297607,18758,2.18
1160333,1166185,277,20946,772,13127,21350355,151500766,10793,892423,866191,177361047,23295,16271,5827535,301098,3424,1.92
1124909,1132037,355,19969,890,14560,23333021,105523765,33142,515721,190353,91281887,30880,26688,6276877,451990,1346,1.77
1050440,1064998,351,21016,740,38371,15948384,70851659,41055,930016,1004157,155665297,10724,5794,6498379,420215,1356,1.77
998973,1015704,423,20111,984,23483,23129282,117695488,14341,1102892,1105232,116449845,11333,6325,5367819,396925,1221,1.72
981591,1008363,4245,11862,1749,76986,17562634,109532918,14933,1022657,977431,118702057,12296,7920,5057016,297243,1326,1.82
973524,993974,833,16391,988,22576,21630649,128510122,12814,994332,934604,160916858,13233,7216,5252134,287669,1495,1.9
391195,354500,3398,3789,560,39121,1349949,13166727,44352,686593.1045,425753.7725,75056528.93,27941.183,227855.0502,1884620.415,133443,894,2.01
5781185,5719351,12131,5559,3785,10686,4075473,7125881,9112,1799547,43696,14779159,43788,192711,331522,16396,385450,2.46
2043180,2046867,791,2152,200,27642,2741810,16685432,38293,120201,67594,12563078,8646,847,190259,10177,378,2.33
2276249,2606523,7047,6565,5049,10326,369850,4543641,12660,25190,13186,4888246,11293,807962,612795,2050,1196947,1.9
3008722,2854838,2809,3811,804,44786,2574996,35280361,27124,152750,100349,23148686,27391,8246,234638,49091,5420,2.38
5790822,4956956,3371,5940,3586,62594,1265648,10573694,10784,23550,9506,8059566,6476,3049,97870,4275,143801,1.57
5936652,6007613,4825,1398,16903,33290,4730862,12299426,14289,56911,33451,9840539,13096,358239,421954,9249,2720,1.39
2104460,2147433,672,1987,192,31665,2864543,26131730,29930,110283,72423,10481764,10620,922,183748,9781,12457,2.23
2696633,3030493,6714,3663,2169,11055,378958,6694784,7115,426699,12608,8391489,15066,404574,315904,10741,1180480,2.15
2900460,2882574,4950,5861,3236,39735,2283286,31429790,29113,168011,112081,42493064,32543,14932,289440,55898,2390,2.2
4873848,4565879,3103,2005,1752,20850,1999994,8793939,9717,21434,9077,6440806,9689,2940,106646,15111,147946,1.55
5689055,5702395,2432,2172,16359,38156,4382294,12622459,19037,70668,43309,8458585,13756,3166,88742,5569,2424,1.36
1791227,1851237,649,1678,223,24168,2694718,34978981,35654,130453,69354,18780269,12686,1048,205632,12272,271,2.04
2568702,2889426,6261,3169,12958,14090,375844,6257229,8379,20655,12247,10459382,23552,569212,782381,21605,395668,1.47
3783726,3474448,6225,8440,3862,49001,1942311,12334235,14501,109491,91824,29501394,28674,19201,327577,96458,14058,2.48
5769597,5254681,887,2284,1133,32448,23114829,35210908,25780,447927,77940,8040971,5478,2874,94636,5376,2766,1.61
1405994,1453474,1054,1661,757,27077,27441456,50118349,16278,525036,345006,51772556,19145,158177,1448380,107049,67064,2.07
1303397,1311433,896,1952,787,19929,27539468,46905842,15343,533928,341054,42108112,15452,147297,665146,51725,54204,2.18
1315056,1332995,908,2201,950,24045,26492934,42401342,22246,554272,356678,48107956,9627,153156,924194,56782,32672,2.29
1284531,1332401,607,1792,641,22629,25776039,48050523,11248,499191,366734,49273149,18620,160220,116026,23470,33824,2.35
1395369,1340547,695,946,695,24557,25442200,66274114,14315,479710,339041,50648661,21533,174560,406572,2604,28704,2.38
1479751,1455692,570,1495,456,20975,22000193,91560399,22521,470027,306723,56415852,26553,147891,2044295,84558,52653,2.19
1520152,1548611,691,1613,611,22724,20921847,123452714,25108,475724,306198,63566638,11203,129396,460394,30383,49864,2.35
1532566,1519831,730,1163,671,14844,25007638,77878150,24310,519903,328495,73433725,13619,119028,966204,50230,67922,2.2
1470680,1487760,798,3282,741,20861,25245740,66209409,10444,496963,312170,95346185,24604,137800,1383540,36710,51050,2.31
1529590,1504512,443,1883,978,17787,27517222,52731371,9533,455011,315594,97538686,28151,148958,2204440,103700,70213,2.18
1503724,1518538,703,1854,991,23921,25385098,49579597,27674,497923,304098,75137589,71417,181720,2736617,127765,76635,2.03
1467411,1473870,598,2009,946,18176,27605281,48708892,17233,523154,355179,47136182,23576,162631,1088828,92345,97298,2.06
1348941,1360388,443,1985,934,17901,27663959,44156393,19650,546899,337048,45417700,21220,149421,777563,51577,63436,2.23
1405732,1433988,422,1980,996,22671,26487976,44374229,26745,522985,337299,45356660,13032,159687,654430,54503,51326,2.3
1326353,1365425,469,1755,800,17550,26219087,47883622,11400,500430,365201,47831201,19273,153173,169943,30367,45180,2.37
1414466,1368379,406,1306,636,18768,26070668,61078674,10011,460365,312316,95488985,19993,163676,1207400,19327,59000,2.33
1509253,1474695,438,1273,414,13742,21293997,107834087,19994,508031,326566,44415139,19644,157300,571555,28435,36781,2.36
1564515,1535872,424,1455,599,19210,22141699,111262787,21530,485532,324361,53185228,13283,142224,512832,33874,36885,2.37
1541714,1580708,656,1931,566,20375,26984199,76228958,21635,488770,313040,77058969,14488,145316,741564,31900,42343,2.36
1592115,1578879,504,1426,604,17830,25452057,81379829,18418,454235,267361,94007953,14571,110886,1530516,33042,66362,2.32
1466211,1508020,907,1326,634,20572,27042988,49405472,20645,484520,303210,84857874,12747,115635,2015891,97028,80889,2.15
1442985,1450006,700,2489,477,16779,26850512,45516842,20083,506223,342007,69509417,13048,132932,1771152,96010,46079,2.16
1400216,1385362,786,1632,539,13547,26701391,47279480,11956,479515,328812,55802426,26088,174484,1117321,66218,63027,2.21
1406948,1396660,761,1908,766,15695,26680993,47169412,16024,519630,333415,50387756,17980,170326,965250,44262,60066,2.26
1490599,1479945,920,1594,661,16340,27208291,49382410,15600,527568,330321,52179888,17538,174875,598430,26007,37853,2.39
1421572,1410056,908,1916,682,20232,23717722,93896023,21131,467528,317251,59893492,16927,158211,672552,25448,44963,2.4
1609536,1548054,782,1857,548,20966,22076346,95825454,21583,505762,325301,47916536,8707,130639,672951,29353,31192,2.38
1515486,1499607,1050,1734,631,22208,22501040,99908898,11109,450767,335097,57540409,19465,156371,97397,29459,31675,2.38
1505606,1518538,486,2210,777,20189,22520586,99284668,15663,407484,337551,70374287,19664,177272,539659,27349,39963,2.36
1566584,1522954,470,1151,789,17900,24506431,76709615,12474,408847,273649,111096178,22543,155958,1241483,35356,59704,2.33
1584990,1566865,721,1034,507,17810,27059198,46713482,25069,445948,284874,107582911,21000,161540,881615,40679,66008,2.34
1495813,1526670,544,1502,577,23715,27377760,56389940,31140,546461,310323,84120073,21128,140406,2422395,104629,84566,2.17
1472979,1500489,594,2067,485,17775,27414694,49975752,16768,544580,346705,52957911,20031,144716,2358141,150396,71943,2.06
1413365,1421961,481,1601,585,15115,27850203,48064247,20035,541007,350249,44789840,21829,142598,1013026,88403,67052,2.06
1383542,1417206,661,1540,569,19644,27586377,42416156,19853,582117,360593,48789981,9723,133609,545572,43926,52765,2.26
1281859,1333763,770,1707,506,21405,22696120,81323310,9963,502996,367991,48981642,20464,169488,364609,23439,38942,2.32
1318271,1309606,640,2114,607,16651,26820848,48340377,10617,478165,338555,51171054,21092,194878,515197,24803,16334,2.38
1334810,1318142,836,2121,812,16164,25164921,69923507,19281,536621,339054,44097527,20638,179116,435993,28823,25002,2.4
1481148,1488261,675,1957,815,18949,23848746,89238735,21322,490758,303420,75668044,23287,163678,974693,34055,60065,2.36
1569106,1576397,541,1541,791,17306,23201424,109909030,21384,478537,317533,57740282,9175,165222,497475,27921,48600,2.38
1591985,1565152,603,2263,1034,18529,23978954,84115974,20835,451622,287785,93254672,10979,148646,942861,37474,70201,2.38
1564823,1565362,713,1685,993,17296,26292746,62455613,20970,461427,288318,102542897,17988,106685,2591025,75875,70222,2.31
1515312,1538063,724,1528,923,15830,27283088,40828450,18183,505046,298720,90667509,13789,116010,2104951,52145,83714,2.25
1481351,1481321,627,2092,711,13367,27074862,49014105,15635,495500,333911,60034479,10841,123963,1992287,140371,58759,1.94
1433360,1413644,531,1305,589,14143,27670528,49649669,7224,502619,367561,50928074,19874,179308,955304,72070,84202,2.06
1334517,1311143,782,1560,460,18558,27140346,52061383,18389,537956,338454,48788321,14895,161034,748123,42717,59819,2.28
1224253,1270232,916,1862,652,18223,27391239,50531402,15878,548836,367758,42860997,16350,159399,364363,21213,27008,2.28
1346113,1327654,845,1393,577,20800,27177040,48950803,18485,523270,316148,45447698,13489,147928,346601,23170,6457,2.42
1416375,1384040,539,1183,393,20266,22457672,96343348,21465,491773,325926,51237766,14086,145991,386537,26587,28342,2.37
1460837,1478695,1218,1238,460,19637,22804839,86120372,10926,481942,364528,52858556,19365,166979,123796,25334,20826,2.4
1491342,1505466,755,1983,558,16822,22567129,94850884,13100,417119,327516,64573912,22570,185319,778650,10156,26598,2.38
1537396,1484497,849,1473,755,17886,24001251,88715319,13233,416989,293359,85379764,20427,174091,1241473,20414,72560,2.32
1548190,1544131,837,1682,671,24977,26057418,57735559,18236,429729,285831,95642292,24441,158319,2145438,69737,68202,2.23
1434394,1486374,875,1474,716,26295,26991348,54489030,22059,516559,308671,85577315,19884,156691,2275432,78427,89173,2.15
1485838,1481786,912,1804,757,22725,27368629,44886525,15730,507115,321535,73265710,24778,132146,1938405,107023,87968,2.04
1278608,1358707,807,1448,665,17463,27081926,43806852,15599,528761,341680,46011350,11459,153179,723673,59571,68123,2.17
1208942,1201287,916,1435,715,20323,27165409,47837919,8490,491515,371912,49045870,14241,158037,935718,30931,39695,2.31
1348756,1349055,887,1825,410,20915,26501184,48957608,24392,493858,320503,49962884,16411,172955,344108,24381,27091,2.37
1446350,1412665,665,1548,514,13509,25645580,62458662,21733,564080,334940,46926626,17565,166409,412827,28677,29377,2.39
1485283,1472242,845,1581,527,16875,23077116,74490741,22736,529232,350296,42531515,17077,157816,383764,25582,28757,2.38
1441333,1453134,791,1408,605,19034,22050265,96742093,25114,511972,322606,61398133,11454,137820,414809,26545,39107,2.37
1532653,1522493,817,1207,699,21328,23516010,106728279,28139,492495,307559,70971835,13349,128537,758037,34567,37547,2.29
1493905,1526416,595,2006,687,14758,24877747,77982285,15558,452998,304983,97441309,28980,147829,691372,37726,46619,2.3
1513161,1485580,753,2517,819,19019,26238230,51717081,9417,446142,305057,114467910,23360,147758,2093500,51675,68278,2.27
1523393,1516095,757,2272,845,18382,27810005,45850473,15459,493877,307906,79877161,25299,170465,2857553,115647,74406,2.07
1393657,1430658,665,1448,778,13907,27570827,50032789,15373,517110,329260,57081880,21059,176110,2210180,175306,75813,1.93
1387219,1416244,644,1372,933,16336,27257536,42820889,19129,533094,338132,75745715,19069,151320,1987603,98926,94373,1.99
1308611,1346854,715,1790,790,17961,26752076,47554347,9962,518131,373962,47549530,16557,138272,527310,32069,59909,2.26
1354517,1340019,866,1335,657,17657,27174685,50816816,8674,482049,348923,48333807,17794,166105,77796,38833,41714,2.34
1390021,1345486,920,1435,715,19938,25931415,52115387,12737,488916,349034,48907751,17985,180506,385051,23227,35004,2.39
1449711,1416452,860,1523,347,19858,23368250,72655102,20180,521261,343349,49220349,30343,166683,475315,25456,52562,2.36
1543413,1521346,656,1298,507,13361,23190538,110011074,23496,522019,328783,44905847,16741,161799,412724,26948,36322,2.38
1485378,1518313,661,1974,457,23574,24118211,107413307,21545,469010,304163,60516768,15755,147845,577600,31550,53327,2.38
1581684,1579014,549,1646,588,16633,24795787,79134517,23916,461517,295565,112668573,10625,127611,763114,38484,57208,2.38
1583235,1574761,514,1848,671,14465,25661627,60589670,23929,505285,302810,100519234,14355,103332,2423985,100256,77461,2.31
1506790,1543100,694,1410,439,15262,27218423,44740467,17995,520639,322080,78334904,12204,105755,2958821,169388,77081,1.98
1463555,1436879,611,1678,552,16785,27658355,48905431,18207,492339,327452,62266651,19095,125392,2345774,177854,85917,1.92
1426714,1394775,699,1628,556,16181,27687526,47095755,7630,480663,345861,62418289,20515,184324,1382330,67290,69987,2.13
1407774,1420291,803,1498,644,21015,27291458,48602721,18399,527476,328978,49917853,17272,161441,839349,45629,54088,2.22
1401810,1410756,732,1444,669,25038,27503631,51184876,17695,549215,338349,50720954,17588,174292,637996,26089,16805,2.33
1341900,1364233,870,1825,824,25947,26090047,52149046,18206,531401,363663,42386190,17013,163118,646806,29182,26858,2.39
1485751,1514399,974,1597,702,28325,25104524,64412076,24341,523955,334088,45031546,19022,156195,704142,28233,35270,2.41
1491157,1489046,897,1763,758,28184,23480246,105935379,21034,501856,312745,52829652,12041,141554,1072627,36852,53387,2.39
1481700,1464703,1271,1568,798,25517,24811724,92127948,25862,482928,296619,66691977,12378,116425,1440651,44515,69975,2.34
1525789,1545239,511,2510,860,24210,24496145,72986921,11930,454699,343925,88439267,23548,146389,1025534,69619,69435,2.23
1551436,1522277,531,2156,727,18636,26787582,59461135,11886,457759,333137,99172134,26012,153193,2320786,84144,62336,2.15
1516504,1512324,497,1272,418,26007,27768393,45203250,19231,489348,344233,59173435,19088,160310,2932637,151578,78276,1.86
1405866,1448918,812,1465,510,15744,27787529,51985265,20518,565218,348917,51132049,18063,160873,1516838,79222,52507,2.11
1325262,1368248,723,1355,535,17389,27679041,50629178,21039,544513,349841,46216781,17504,143244,491644,37013,53597,2.21
1279652,1279278,677,1514,460,18320,27795375,47193700,22370,563401,336242,58145288,19998,141647,1710828,90036,37884,2.19
1303781,1352220,569,1531,518,20121,26673535,45377855,11109,567453,376949,47411689,29162,144871,415814,21840,38589,2.37
1320778,1312071,723,564,435,18730,24895294,65353012,9158,515805,369522,48535641,23264,170898,132355,24657,22918,2.41
1490534,1453310,791,2091,581,22253,22927215,77107182,9200,461192,341509,54039035,25483,194938,482361,2969,27806,2.4
1528815,1500548,495,1875,868,28824,22157052,112594478,22331,442597,289085,73011984,26191,183328,649825,29678,34425,2.4
1601852,1570526,339,1390,900,14559,24610273,108516050,24552,419687,269342,75704586,22021,173982,674606,26906,50580,2.37
1482264,1460842,514,1619,698,20412,25233067,78391185,26863,440071,293201,114576719,30389,148738,1735201,69649,80934,2.27
1551578,1555993,350,1553,811,14327,27214111,50527473,16648,473155,273468,125970080,20923,94180,3186133,130975,95060,2.18
1479846,1530862,275,1177,684,14374,27647146,43639635,15873,523983,338393,66064391,10190,112228,2732854,123937,84563,2.04
1457624,1475148,242,1696,710,13448,27266783,47523868,15149,536393,366754,53747316,17215,135298,1354016,99081,94578,2.05
1350998,1337188,388,1273,596,17171,27485540,48919113,8034,469276,348614,45373592,13948,171863,696921,45200,80777,2.17
1325600,1330622,556,1231,409,14633,27639171,48780376,17732,494427,323266,47621376,14151,165871,302523,31015,46513,2.31
1366786,1367327,350,1543,434,19129,27219037,50879611,16579,542948,347775,46848206,15412,160780,1116712,49123,59538,2.26
1401238,1391182,462,1280,344,23117,26067433,54545742,18212,548071,338482,46094855,16348,164057,418502,24441,31512,2.41
1483329,1472466,541,1075,354,23917,24121112,71197717,36354,526917,352632,42768124,15128,157125,493901,32006,41658,2.38
1466584,1495388,336,1287,489,19905,23550967,101477358,18527,511697,325293,44204558,9624,150861,402127,25257,35283,2.4
1612632,1625853,321,1258,441,18146,23675440,115188268,23255,432740,285717,75072793,12540,134238,439234,28059,37850,2.39
1579316,1557098,506,1504,396,17136,22984164,101108254,19385,447743,284611,128078774,12929,126569,1201016,47631,31246,2.36
1501618,1519568,594,1065,450,13953,26282865,63475042,15569,481370,309026,108384858,16238,128261,1971435,70526,65947,2.29
1596096,1568399,523,1531,673,13352,26846517,45048299,9419,438784,317154,82195481,21251,150113,2535720,134836,70700,2.11
1573378,1550500,514,1318,644,13720,28038228,46455097,9727,481693,332777,58348525,15657,178679,2408157,89477,75204,2.07
1444591,1447616,510,1343,678,18362,28023233,49076491,16581,531712,327724,46185862,18479,152152,1498043,68040,66359,1.97
1359934,1425603,552,1460,585,17149,27031940,49656285,15412,546529,363594,47747609,17521,186156,1139268,65494,46497,2.3
1327216,1364962,489,1598,548,17689,26539114,48661056,22377,516894,339537,42527483,17429,159612,587375,22020,35578,2.33
1449912,1421859,691,1826,582,21460,26551182,49488015,18346,503590,314265,46744909,10688,133173,1703779,69720,67063,2.26
1476319,1460346,672,1477,581,21425,26492926,55130800,16236,521877,333198,45484314,10536,137846,686788,30668,33812,2.4
1511472,1499606,321,1717,611,18359,27402922,59779887,15159,450471,277891,128887745,21639,127590,2413996,57921,85582,2.16
1554208,1538974,386,1305,600,15625,24548217,98500809,11341,429181,319551,80292561,16709,170261,744087,17588,40879,2.35
1576545,1518243,284,1102,603,14175,25068260,81256178,15220,457651,311110,96916394,18002,163160,1347093,61327,61924,2.29
1534625,1544151,477,1135,446,19489,27055706,51218740,20052,481251,312939,94821168,21329,150351,2707974,109586,81086,2.19
1500568,1495331,355,1415,448,22607,26496812,52966957,23216,569229,347765,72493762,18693,148750,2470324,135570,88858,2.1
1460087,1459911,351,1456,452,16922,27135613,48250073,17936,526364,331057,49493580,16348,147554,1573728,112247,80058,2.07
1416319,1422414,322,1331,477,13012,27245846,47272992,21772,554943,340533,42660839,12911,144003,467244,49795,54464,2.19
1370789,1380288,422,1272,506,14100,27585002,41411729,19253,561036,331672,47816560,10166,151210,653013,43051,30453,2.33
1391905,1416459,297,1507,535,13161,27288500,43676761,18906,556489,339859,46481088,10375,136241,355603,20864,40060,2.37
1440923,1445172,460,1616,514,22458,25355106,64633639,12740,511189,342372,62526227,18560,142165,401170,24939,26014,2.39
1344959,1369854,468,1147,544,16179,22190595,131038126,19470,394175,281217,92643444,22205,187018,1188954,16480,43216,2.3
1555029,1540102,352,1453,813,13516,22704625,99157788,18384,497338,330633,58904774,18107,180284,489593,32161,48579,2.38
1535389,1519704,417,1348,745,18526,23077939,116270181,25659,452404,280906,76793047,8911,156086,813843,32964,68403,2.38
1600854,1587024,375,1617,864,15064,25801162,83029604,18211,447479,280938,107439709,11761,132646,1298156,42092,86386,2.32
1558008,1574662,309,1481,788,12760,27023660,47980213,17194,479056,286190,109771822,14137,105464,2887089,120363,82902,2.24
1491398,1535060,448,1155,690,14957,27251523,44348136,17136,517860,340060,72135607,11460,118612,2519166,129008,94664,2.08
1449121,1447931,359,1209,657,19259,24908139,79881457,11549,467944,319223,53728915,17424,137152,1076548,96817,83482,2.1
1424075,1429054,397,1034,351,14306,28014639,48728372,16240,517883,352331,50315467,20852,182188,1019093,36044,84752,2.16
1409722,1417007,385,1418,326,18916,27344817,50018382,16247,534864,336369,46075890,15583,163553,368788,33336,53091,2.28
1338505,1381061,565,2527,654,30091,26554705,53836658,19087,526414,347335,41667898,16849,161798,548489,27260,35289,2.32
1438833,1403606,238,1428,425,20419,22112925,106356259,20573,486815,313415,49600849,8197,137485,379416,24740,26611,2.33
1554860,1543569,203,1250,301,16766,23627813,67114074,19344,542310,355336,48077989,8168,139979,380975,25081,17804,2.42
1466047,1462469,387,1311,472,18152,23423252,101939034,11088,484156,338397,51697650,15760,154351,364257,31519,41662,2.32
1498451,1509940,221,1848,568,16589,23097679,103746795,13717,401792,314720,77876763,16375,181424,837135,2721,38320,2.39
1603584,1553059,323,1292,641,15295,25263226,79950593,13341,419041,281330,108342795,21946,174681,1231008,44377,52114,2.34
1597013,1577909,362,1371,652,16839,26503670,58994400,21491,450056,288281,89687123,19846,161469,2271258,82615,55644,2.3
1536421,1559838,333,1497,654,19784,27312767,45373929,13937,509438,304174,77311931,24218,156071,3113780,179322,76009,2.13
1467869,1500750,314,1763,621,14976,27297174,47317716,12755,500638,329286,51842021,19502,143684,1848014,157907,85420,2.08
1433139,1477412,375,1580,537,18052,24881625,76967890,16922,501339,339761,45721256,17969,142197,1083583,62630,67168,2.08
1420974,1423466,349,1580,578,15902,27518930,41557524,16195,536577,328243,50384761,13613,137935,1234466,52843,67000,2.26
1268920,1261508,301,368,585,20999,26129377,51459931,8178,489710,362958,47729986,15518,183672,597778,40018,38300,2.21
1413022,1384232,278,1629,655,17841,24946108,65815624,10239,477889,347908,49200073,14386,180931,414867,24060,41668,2.4
1459513,1423730,337,1359,375,25093,25432905,69281581,24331,497429,328486,55674133,16262,171990,456426,28954,34788,2.39
1557473,1537557,356,1028,409,24402,25452197,84145887,27082,465212,302006,73065469,17530,157545,1124232,50417,30133,2.33
